Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,WCA Round,Census Year,Unit,Value,Flag,Flag Description,Note
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700300","Holdings with land size 100-<200","1990","1989/90","No","17415","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700300","Holdings with land size 100-<200","2020","2015/16","No","10441","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700300","Holdings with land size 100-<200","2020","2020/21","No","10804","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700301","Holdings with land size 200-<500","1930","1929/30","No","37707","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700301","Holdings with land size 200-<500","1950","1950","No","43532","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700301","Holdings with land size 200-<500","1960","1960","No","47195","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700301","Holdings with land size 200-<500","1970","1970/71","No","45482","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700301","Holdings with land size 200-<500","1990","1989/90","No","27615","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700301","Holdings with land size 200-<500","2020","2015/16","No","16772","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700301","Holdings with land size 200-<500","2020","2020/21","No","16400","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700302","Holdings with land size 500-<1000","1930","1929/30","No","14470","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700302","Holdings with land size 500-<1000","1950","1950","No","24591","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700302","Holdings with land size 500-<1000","1960","1960","No","25704","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700302","Holdings with land size 500-<1000","1970","1970/71","No","27133","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700302","Holdings with land size 500-<1000","1990","1989/90","No","19924","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700302","Holdings with land size 500-<1000","2020","2015/16","No","12016","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700302","Holdings with land size 500-<1000","2020","2020/21","No","11401","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700303","Holdings with land size 1000-<2500","2020","2015/16","No","25394","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700304","Holdings with land size >=1000","1930","1929/30","No","15283","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700304","Holdings with land size >=1000","1950","1950","No","27772","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700304","Holdings with land size >=1000","1960","1960","No","30622","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700304","Holdings with land size >=1000","1970","1970/71","No","34246","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700304","Holdings with land size >=1000","1990","1989/90","No","31607","A","Official figure",""
"WCAD","Structural data from agricultural censuses","036","Australia","60850","Number","2700304","Holdings with land size >=1000","2020","2020/21","No","25236","A","Official figure",""
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270066","Holdings without land","2010","2010","No","1080","A","Official figure","Holdings without UAA"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270066","Holdings without land","2020","2020","No","540","A","Official figure",""
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270030","Holdings with land size 0-<1","1930","1930","No","61114","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270030","Holdings with land size 0-<1","1950","1951","No","54132","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270030","Holdings with land size 0-<1","1960","1960","No","33455","A","Official figure",""
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270030","Holdings with land size 0-<1","1970","1970","No","34171","A","Official figure",""
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270030","Holdings with land size 0-<1","1980","1980","No","11068","A","Official figure",""
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270030","Holdings with land size 0-<1","1990","1990","No","8890","A","Official figure","Productive area"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270030","Holdings with land size 0-<1","2010","2010","No","9160","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270030","Holdings with land size 0-<1","2020","2020","No","2405","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","1930","1930","No","57669","E","Estimated value","Interpolated data"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","1950","1951","No","51081","E","Estimated value","Interpolated data."
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","1960","1960","No","50477","A","Official figure",""
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","1970","1970","No","41669","A","Official figure",""
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","1980","1980","No","33641","A","Official figure",""
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","1990","1990","No","29804","A","Official figure","Productive area"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","2000","1999/00","No","29110","A","Official figure","Agricultural area. < 2 ha"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","2010","2010","No","16160","A","Official figure","UAA"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270031","Holdings with land size 1-<2","2020","2020","No","4895","E","Estimated value","UAA. Interpolated data"
"WCAD","Structural data from agricultural censuses","040","Austria","60850","Number","270032","Holdings with land size 2-<3","2010","2010","No","10243","E","Estimated value","UAA. Interpolated data"
